"","basisOfRecord","eventDate","eventTime","scientificName","kingdom","taxonRank","individualCount","decimalLatitude","decimalLongitude","countryCode","project_area","Group","plantCategory","occurenceID"
"4410","AcceptedTaxon",2020-09-23,"14:30+01:00","Phragmites australis","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","3","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0715"
"4510","AcceptedTaxon",2020-09-23,"14:30+01:00","Typha latifolia","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","2","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0716"
"4611","AcceptedTaxon",2021-08-18,"9:40+01:00","Phragmites australis","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","4","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0717"
"4710","AcceptedTaxon",2021-08-18,"9:40+01:00","Calamagrostis epigejos","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","+","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0718"
"4810","AcceptedTaxon",2021-08-18,"9:40+01:00","Calamagrostis epigejos","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","+","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0719"
"49","AcceptedTaxon",2021-08-18,"9:40+01:00","Juncus effusus","Plantae","species","1","52.72305556","8.53777778","DE",1,"Plants","+","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0720"
"50","AcceptedTaxon",2020-09-23,"14:30+01:00","Typha latifolia","Plantae","species","1","52.78555556","8.45000000","DE",1,"Plants","5","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0721"
"51","AcceptedTaxon",2020-09-23,"14:30+01:00","Phalaris arundinacea","Plantae","species","1","52.78555556","8.45000000","DE",1,"Plants","2","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0722"
"5210","AcceptedTaxon",2021-08-18,"9:40+01:00","Calamagrostis epigejos","Plantae","species","1","52.78555556","8.45000000","DE",1,"Plants","2","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0723"
"5310","AcceptedTaxon",2021-08-18,"9:40+01:00","Typha latifolia","Plantae","species","1","52.78555556","8.45000000","DE",1,"Plants","4","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0724"
"5411","AcceptedTaxon",2021-08-18,"9:40+01:00","Agrostis stolonifera","Plantae","species","1","52.78555556","8.45000000","DE",1,"Plants","1","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0725"
"5511","AcceptedTaxon",2020-09-23,"14:30+01:00","Phalaris arundinacea","Plantae","species","1","52.79166667","8.44305556","DE",1,"Plants","2","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0726"
"5610","AcceptedTaxon",2020-09-23,"14:30+01:00","Phragmites australis","Plantae","species","1","52.79166667","8.44305556","DE",1,"Plants","3","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0727"
"5710","AcceptedTaxon",2021-08-18,"9:40+01:00","Phragmites australis","Plantae","species","1","52.79166667","8.44305556","DE",1,"Plants","R","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0728"
"5811","AcceptedTaxon",2021-08-18,"9:40+01:00","Urtica","Plantae","genus","1","52.79166667","8.44305556","DE",1,"Plants","R","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0729"
"5910","AcceptedTaxon",2021-08-18,"9:40+01:00","Glyceria maxima","Plantae","species","1","52.79166667","8.44305556","DE",1,"Plants","5","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0730"
"6010","AcceptedTaxon",2020-09-23,"14:30+01:00","Urtica","Plantae","genus","1","52.79166667","8.44305556","DE",1,"Plants","3","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0731"
"6110","AcceptedTaxon",2020-09-23,"14:30+01:00","Glyceria maxima","Plantae","species","1","52.79166667","8.44305556","DE",1,"Plants","+","https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/0732"
